FID,id,fromnode,tonode,leftpolygo,rightpolyg,shape_leng,shape_le_1,the_geom
hti_boundaries_sections_communales_adm3_cnigs_line.1484,1762,1218,1221,498,478,0.02275856,0.02275856,"MULTILINESTRING ((-72.00259531799992 19.446400383000082, -72.00174178299994 19.44675641000009, -72.00114987499995 19.446340372000066, -72.00054790099995 19.445951242000092, -71.99996474099993 19.445580474000053, -71.99960929899993 19.445240640000065, -71.99904762099993 19.444734749000077, -71.99847827799994 19.444129537000038, -71.9979641459999 19.44362452000007, -71.99743205399994 19.44357960600007, -71.9970356849999 19.443916106000074, -71.99703072499995 19.44470134800008, -71.99709103899994 19.445559967000065, -71.99690698499995 19.446252075000075, -71.9965261829999 19.44677837000006, -71.99621389899994 19.447197492000043, -71.9955772369999 19.447665391000044, -71.99498869999991 19.448097982000036, -71.99385573299992 19.448638964000054, -71.99288701699993 19.448532639000064, -71.99241144799993 19.44851572200008, -71.99168859899993 19.44849460900008, -71.99101862099991 19.448700193000036, -71.99040858599994 19.448753244000045, -71.98963878199993 19.448695330000078, -71.98859272899995 19.448650876000045, -71.98812856599994 19.448534856000038, -71.98742036999994 19.448748726000076, -71.9869588649999 19.449002887000063, -71.98612535599995 19.44930501500005, -71.98527038499992 19.449218500000086, -71.98468892499994 19.448757457000056))"
hti_boundaries_sections_communales_adm3_cnigs_line.1485,1763,1219,1220,496,479,0.00641411,0.00641411,"MULTILINESTRING ((-72.09704905899991 19.447639749000075, -72.09635927799991 19.447357912000086, -72.0950766009999 19.44777071200008, -72.09440509199993 19.448066934000053, -72.09341073799993 19.44832178000007, -72.0928911929999 19.44863848300008, -72.09225724899994 19.448962377000043, -72.09171622299993 19.44888148700005, -72.09124945899993 19.448368345000063))"
hti_boundaries_sections_communales_adm3_cnigs_line.1487,1765,1213,1215,487,479,0.00208396,0.00208396,"MULTILINESTRING ((-72.10341483999991 19.441286392000052, -72.10286313499995 19.441268550000075, -72.10286285199993 19.441268694000087, -72.10238296299991 19.44151370500009, -72.10216883099991 19.441781164000076, -72.10213822399993 19.44243066100006))"
hti_boundaries_sections_communales_adm3_cnigs_line.1488,1766,1215,1222,487,479,0.0107554,0.0107554,"MULTILINESTRING ((-72.10213822399993 19.44243066100006, -72.10233003999991 19.44288513500004, -72.10238767399994 19.443391622000036, -72.10221110999993 19.44368675900006, -72.10169335799992 19.44390423100009, -72.1010852789999 19.44438202100008, -72.10032362599992 19.444929564000063, -72.1001123179999 19.445576259000063, -72.1002016349999 19.445902636000085, -72.10041475899993 19.446231083000043, -72.10028525299992 19.44655405000009, -72.09986258399994 19.446772947000056, -72.0991101429999 19.44680603800009, -72.09866067799993 19.446925304000047, -72.09838868999992 19.447236871000086, -72.09849754999993 19.447536572000047, -72.09882362799993 19.447930014000065, -72.09893272799991 19.448220692000064, -72.09895144199993 19.44829001800008, -72.09908448099992 19.44878284300006, -72.09889584199993 19.44922220400008, -72.09864669099994 19.449317506000057, -72.09862945899994 19.449323178000043, -72.09825417699994 19.44944670700005, -72.09795474799995 19.449694650000083))"
hti_boundaries_sections_communales_adm3_cnigs_line.1490,1768,1225,1216,495,480,0.01292633,0.01292633,"MULTILINESTRING ((-72.19903605099995 19.454056851000075, -72.19853145999991 19.45350725500009, -72.19814968599991 19.453013809000083, -72.1979248749999 19.452251981000074, -72.19753756599994 19.451523659000088, -72.19705112299994 19.451028592000057, -72.19650391399995 19.45074923100009, -72.19607920699991 19.45053504200007, -72.1957717759999 19.450151065000057, -72.19567382499991 19.449201453000057, -72.1959677939999 19.448158698000043, -72.19639874799992 19.44745205600009, -72.1971718129999 19.446777875000066, -72.19767499199992 19.446298110000043, -72.19764538699991 19.445800991000056, -72.19692376699993 19.445148832000086, -72.19573348199992 19.444074004000072))"
hti_boundaries_sections_communales_adm3_cnigs_line.1491,1769,1168,1198,485,480,0.06597489,0.06597489,"MULTILINESTRING ((-72.24866478399991 19.384633376000068, -72.24812071799994 19.385302366000076, -72.24767885299991 19.38554853000005, -72.24706256499991 19.38542175300006, -72.24651309699993 19.38527802100009, -72.24581586399995 19.385438975000056, -72.24531590599992 19.38574744300007, -72.24471639099994 19.386316281000063, -72.24433268899992 19.386500037000076, -72.24389864499994 19.38628582800004, -72.2432213109999 19.385824014000036, -72.24265377699993 19.385625833000063, -72.24220115299994 19.387641520000045, -72.24051294299994 19.387886713000057, -72.23858215199994 19.387279554000088, -72.22883346099991 19.384232826000073, -72.22975366499992 19.388328035000086, -72.23092440999994 19.389429317000065, -72.23144004099993 19.39156803700007, -72.23067392099995 19.39523123300006, -72.22951148399994 19.39701027700005, -72.2293256129999 19.400122443000043, -72.23075416199993 19.403421808000076, -72.23147877499991 19.40727021200007, -72.23037943599991 19.410937339000043, -72.23111014199992 19.41723264700005, -72.22300144899992 19.41559194900009))"
hti_boundaries_sections_communales_adm3_cnigs_line.1492,1770,1198,1224,488,480,0.05534652,0.05534652,"MULTILINESTRING ((-72.22300144899992 19.41559194900009, -72.22250825999993 19.41549413200005, -72.22197717799992 19.41538661700008, -72.22095224299994 19.414657698000042, -72.21990264999994 19.41426240000004, -72.21924074599991 19.414017467000065, -72.21879799399994 19.414308669000036, -72.21749232899992 19.413864298000078, -72.21647680399991 19.413704297000038, -72.21579595599991 19.414009803000056, -72.2150382399999 19.414359354000055, -72.2141750959999 19.41475241800009, -72.21345580499991 19.415075469000044, -72.21277053499995 19.415083002000074, -72.2112908549999 19.414798403000077, -72.21144360799991 19.415324498000075, -72.21125163099993 19.416540379000082, -72.2108206819999 19.41725610000009, -72.21076799399992 19.418113040000037, -72.21063240599995 19.418806217000053, -72.21044511499991 19.419742330000076, -72.21017786399995 19.42090297900006, -72.21005424499992 19.422011583000085, -72.20996080799995 19.423581209000076, -72.2100967479999 19.424540344000036, -72.21039098099993 19.425140832000068, -72.21032431799995 19.42625933700009, -72.21010034499994 19.427113641000062, -72.20974746699994 19.42771320500009, -72.20908423499992 19.429210786000056, -72.20901400899993 19.430536947000064, -72.20885755799992 19.431338124000035, -72.2087428609999 19.431923294000057, -72.20912039399991 19.43378000100006, -72.2092141039999 19.434422452000092, -72.20931699899995 19.435083186000043, -72.20972224199994 19.435874951000073, -72.2100167989999 19.436457302000065, -72.2101440909999 19.43736214200004, -72.21083108699992 19.43837497800007, -72.21008050299992 19.43941074600008, -72.20977136099992 19.440236655000092, -72.20970606199995 19.441273936000073, -72.20934596399991 19.441737979000038, -72.2086009869999 19.442999589000067, -72.20863641499994 19.443713357000036, -72.20878014499993 19.44421214600004, -72.20817139899992 19.444744573000037, -72.20807304399995 19.446043216000078, -72.20766483199992 19.44709326600008, -72.20744881799993 19.44858878000008, -72.20690124999993 19.44999785100009, -72.20686471499994 19.451017517000082, -72.20559941399995 19.45320104600006, -72.20386516899993 19.45386955400005))"
hti_boundaries_sections_communales_adm3_cnigs_line.1493,1771,1224,1225,495,480,0.0061246,0.0061246,"MULTILINESTRING ((-72.20386516899993 19.45386955400005, -72.20306827499991 19.453712825000082, -72.20285649099992 19.45440472200005, -72.20235767999992 19.45518254800004, -72.20170875399992 19.45528094200006, -72.20066475199991 19.455102242000066, -72.19992808499995 19.454765801000065, -72.19903605099995 19.454056851000075))"
hti_boundaries_sections_communales_adm3_cnigs_line.1494,1772,1226,1223,503,481,0.01860046,0.01860046,"MULTILINESTRING ((-71.79779139099992 19.45415378000007, -71.79696571699992 19.454039827000088, -71.79635587599995 19.454083191000052, -71.79529112099993 19.454515666000077, -71.79400883199992 19.45488111500009, -71.79301492299993 19.45509824600009, -71.79221283099992 19.455237459000045, -71.79111668999991 19.454847962000088, -71.7900270529999 19.45364629700009, -71.78927065199991 19.45339817300004, -71.78815493899992 19.453035385000078, -71.7874475779999 19.452716019000036, -71.78652952399995 19.452465018000055, -71.78555792799995 19.452032578000058, -71.78424644599994 19.45146776200005, -71.78314879699991 19.450672013000087, -71.78219450299991 19.45033010700007, -71.78071471999993 19.45009626600006))"
hti_boundaries_sections_communales_adm3_cnigs_line.1495,1773,1223,1211,505,481,0.04982564,0.04982564,"MULTILINESTRING ((-71.78071471999993 19.45009626600006, -71.77855587199991 19.449073990000045, -71.77797341599995 19.44869364200008, -71.77643270099992 19.447212986000068, -71.77507186899993 19.44625910400009, -71.77391558999994 19.446987713000055, -71.77289238399993 19.44772770600008, -71.77115395299995 19.449023562000036, -71.7698464469999 19.44970423400008, -71.76878185499993 19.450127527000063, -71.76759014499993 19.44976326500006, -71.76604094599992 19.44919408600009, -71.76479966799991 19.44844991100007, -71.7630239639999 19.447307967000086, -71.76155663499992 19.44549462000009, -71.75930143799991 19.44406424200008, -71.75873829099993 19.443675161000044, -71.75711213699992 19.44314957000006, -71.75529150999995 19.44235887800005, -71.75439049399995 19.442216320000057, -71.75293648399992 19.44164874800009, -71.75135334399994 19.44088023200004, -71.74955553699994 19.44085702800004, -71.74747114299993 19.440891923000038, -71.74475395999991 19.44116801200005, -71.74169766699993 19.44127562300008, -71.73830436899993 19.44110622000005, -71.73613594599993 19.44011047400005))"
hti_boundaries_sections_communales_adm3_cnigs_line.1496,1774,1211,1188,483,481,0.04601954,0.04601954,"MULTILINESTRING ((-71.73613594599993 19.44011047400005, -71.73676928399993 19.439363687000082, -71.73732119999994 19.438407880000057, -71.73811671399994 19.438115291000088, -71.73889866699994 19.438030095000045, -71.74018405899994 19.437981020000052, -71.74120108499994 19.43755704000006, -71.7424067099999 19.43626093800009, -71.74310484499995 19.43512716500004, -71.7430514049999 19.434467366000035, -71.74290993699992 19.43345386900006, -71.7433888569999 19.433291016000055, -71.74460659899995 19.43281647200007, -71.74573737899993 19.43193418900006, -71.74684823299992 19.43061829800007, -71.7471626329999 19.429640051000035, -71.74729655699991 19.428171270000064, -71.7473151129999 19.42676349700008, -71.74843446799991 19.425971315000083, -71.74990713499994 19.425113173000057, -71.75080095399994 19.424181391000047, -71.75113652199991 19.42309531300009, -71.75105847399993 19.421758088000047, -71.75066458599991 19.419557653000084, -71.7506854319999 19.41803269400009, -71.75103767299993 19.416107406000037, -71.75243776999991 19.414589085000046, -71.75284160599995 19.41293552500008, -71.75269105899991 19.411416430000088, -71.7522751699999 19.410325922000084, -71.75142806699995 19.409390131000066, -71.75143922299992 19.40787393000005, -71.75152727199992 19.40583562000006, -71.75202120199992 19.403479705000052))"
hti_boundaries_sections_communales_adm3_cnigs_line.1497,1775,1214,1230,507,481,0.01965245,0.01965245,"MULTILINESTRING ((-71.80804506999993 19.44173393400007, -71.80781037799994 19.44302958800006, -71.80774553999993 19.443913019000036, -71.80774898099992 19.444707408000056, -71.8077759759999 19.445276512000078, -71.80779812299994 19.44608928000008, -71.80785182199992 19.44674918800007, -71.80800089799993 19.44788004500009, -71.8080094899999 19.448900225000045, -71.80781988699994 19.449835604000043, -71.80765358199994 19.45055480800005, -71.8073859939999 19.451100672000052, -71.80752791999993 19.45162667900007, -71.80762879899993 19.452305467000087, -71.80768126099991 19.45302843400009, -71.80768830699992 19.453642398000056, -71.80771663199994 19.45413933000009, -71.80766722699991 19.45520361000007, -71.80755369899993 19.45614032700007, -71.80736148099993 19.45672361600009, -71.80724605699993 19.45727216100005, -71.80693245099991 19.45822349000008, -71.80683565399994 19.458790411000052, -71.80642712399992 19.45924354300007, -71.80598738599991 19.459831490000056, -71.8052888709999 19.46051422900007))"
hti_boundaries_sections_communales_adm3_cnigs_line.1498,1776,1230,1226,503,481,0.01025483,0.01025483,"MULTILINESTRING ((-71.8052888709999 19.46051422900007, -71.80450727599992 19.459606848000078, -71.80424059099994 19.459132784000076, -71.8038284509999 19.45831313900004, -71.80314869799992 19.458039347000067, -71.80226649899993 19.457897434000074, -71.80153877399994 19.457153433000087, -71.80097801699992 19.456150672000092, -71.80041683899992 19.455653357000074, -71.79966571999995 19.455134635000036, -71.79876243099994 19.45461322300008, -71.79779139099992 19.45415378000007))"
hti_boundaries_sections_communales_adm3_cnigs_line.1499,1777,1234,1181,485,482,0.08190188,0.08190188,"MULTILINESTRING ((-72.29701873099992 19.465766090000045, -72.2985213579999 19.460686878000047, -72.29881583999992 19.45957158500005, -72.29971595499995 19.458682070000066, -72.29942296399992 19.45682670000008, -72.30038167599992 19.455269833000045, -72.3012948249999 19.45358589600005, -72.30071700099995 19.451690175000067, -72.30035873299994 19.45033034800008, -72.30047459399992 19.447930298000074, -72.30002615399991 19.44627121900004, -72.30027631799993 19.444956653000077, -72.30063922199992 19.443156188000046, -72.30207364799992 19.44102852900005, -72.30347220999994 19.440489442000057, -72.30547581999991 19.440203259000043, -72.30712733299993 19.439911736000056, -72.3097741279999 19.439869772000065, -72.31145630399993 19.44059896200008, -72.31272433299995 19.440473316000066, -72.31341800699994 19.439968930000077, -72.31471096299992 19.439482443000088, -72.31542000099995 19.437461272000064, -72.31514301099992 19.43578669900006, -72.31498478899994 19.434411886000078, -72.31527834899993 19.43334167200004, -72.31591961299995 19.431969662000085, -72.31600930799993 19.42940659800007, -72.31582696899994 19.427182649000088, -72.31507179899995 19.426223303000086, -72.31456952199994 19.42493367500009, -72.31419291799995 19.423528547000046, -72.3145333359999 19.422504254000046, -72.31519279999992 19.420599699000036, -72.31455582599995 19.41882049700007, -72.31403947899992 19.417232659000092, -72.31331484499992 19.416156494000063, -72.31268813399993 19.41491016000009, -72.31310501599995 19.413868945000047, -72.31321035899992 19.41151374800006, -72.31384151299994 19.409590811000044, -72.3148136229999 19.407763096000053, -72.31567964699991 19.40602417300005, -72.31592780599993 19.404817863000062, -72.31578448699992 19.403696135000075, -72.31530196999995 19.401783716000068, -72.31488897499992 19.400856610000062, -72.31417210699993 19.399888900000064))"
hti_boundaries_sections_communales_adm3_cnigs_line.1500,1778,1165,1231,486,482,0.12413099,0.12413099,"MULTILINESTRING ((-72.34919464399991 19.382072890000074, -72.3467072599999 19.38466425300004, -72.34650544899995 19.38596158900009, -72.34637899499995 19.387305163000065, -72.34673021499992 19.388529321000078, -72.34738633499995 19.389730846000077, -72.34816209999991 19.39059999400007, -72.3493307679999 19.39129431300006, -72.35091191599992 19.392373810000038, -72.35114056899994 19.392945989000054, -72.35187137899993 19.39365196700004, -72.35254282099993 19.395088427000076, -72.35277702799993 19.396491521000087, -72.35281047599995 19.39795479600008, -72.35289467899992 19.39922019700009, -72.35369344199995 19.400432813000066, -72.35405737299993 19.401467473000082, -72.3543031339999 19.402157353000064, -72.35427655299992 19.403213408000056, -72.35475602499992 19.40357256900006, -72.3555623439999 19.404324778000046, -72.35498551599994 19.40586041800009, -72.35473617399992 19.40715716300008, -72.35509259499992 19.408652225000083, -72.35427844499992 19.40897448700008, -72.35467226499992 19.40992833300004, -72.35374971199991 19.411657631000082, -72.35316918599995 19.41283209100004, -72.35289965499993 19.41360473800006, -72.35127189699995 19.41362613700005, -72.35070327799991 19.41406932400008, -72.35091390899993 19.414578047000077, -72.35270621799992 19.415561325000056, -72.3541115129999 19.415762460000053, -72.35565398499995 19.416308642000047, -72.35682432199991 19.416912590000038, -72.35803338999995 19.418067975000042, -72.35876506199992 19.418728722000083, -72.35967067199994 19.420403391000036, -72.3606412979999 19.42159140700005, -72.36158141399994 19.422905366000066, -72.36240341099995 19.423865426000077, -72.36295100699994 19.425318211000047, -72.36307270299994 19.427216203000057, -72.36382774899994 19.428202370000065, -72.36430770399994 19.429130461000057, -72.36455329299991 19.431012197000086, -72.36378802299993 19.432427760000053, -72.36282431599994 19.433163249000074, -72.36220188999994 19.433984947000056, -72.36254129799994 19.43477549100004, -72.36256389599993 19.435732958000074, -72.36273530599993 19.436909348000086, -72.36236817699995 19.43783406400007, -72.3617184769999 19.438574111000037, -72.36071132399991 19.43904705200009, -72.36005123699994 19.43925411500004, -72.35922151599993 19.43935046000007, -72.35869964099993 19.43983948300007, -72.35937339599991 19.441140553000082, -72.35853716899993 19.441643053000064, -72.35736255799992 19.44187881000005, -72.3565892229999 19.442021011000065, -72.35523154499992 19.441802602000053, -72.35282538099995 19.44109022300006, -72.35075139999992 19.440436925000085, -72.34947287999995 19.44003898400007, -72.34698793899992 19.439487881000048, -72.3453496699999 19.43896728800007, -72.3435051589999 19.438840973000083, -72.34059942899995 19.43958398400008, -72.33845758799993 19.44076255300007, -72.33669660399994 19.44251552700007, -72.33569111899993 19.447548347000065, -72.33413482599991 19.449584152000057, -72.33240643899995 19.451662636000037, -72.33094547199994 19.453681841000048, -72.32993675099993 19.454244937000055, -72.32942057799994 19.455537591000052, -72.32930804599994 19.457179244000088, -72.3289420669999 19.45917845000008, -72.32879445999993 19.46295968900006))"
hti_boundaries_sections_communales_adm3_cnigs_line.1501,1779,1231,1234,494,482,0.03378023,0.03378023,"MULTILINESTRING ((-72.32879445999993 19.46295968900006, -72.32659952099993 19.46154580700005, -72.32045077799995 19.459748388000037, -72.3152805279999 19.46097210000005, -72.3095445159999 19.463595828000052, -72.3068005689999 19.46546032300006, -72.30229773299993 19.46603436500004, -72.29701873099992 19.465766090000045))"
hti_boundaries_sections_communales_adm3_cnigs_line.1516,1794,1249,1246,516,486,0.03227603,0.03227603,"MULTILINESTRING ((-72.34882477399992 19.48807656100007, -72.34746075499993 19.486476352000068, -72.3449847839999 19.48650333100005, -72.3428893009999 19.48655382800007, -72.33950133099995 19.487036783000065, -72.3357878349999 19.488210193000043, -72.33378223099993 19.48858699200008, -72.33292661199994 19.487924210000074, -72.33278465799992 19.48671213600005, -72.3327507379999 19.485294017000058, -72.33164669299993 19.484690853000075, -72.33007200799995 19.483755656000085, -72.3272554859999 19.483650804000035, -72.3248520219999 19.483904273000064, -72.32284890699992 19.48412752100006, -72.32070917199991 19.484556359000067))"
hti_boundaries_sections_communales_adm3_cnigs_line.1663,1941,1358,1349,572,525,0.01365935,0.01365935,"MULTILINESTRING ((-71.80455705499992 19.592519096000046, -71.80388515299995 19.59278701700009, -71.8017375089999 19.590618713000083, -71.80018661899993 19.590058646000045, -71.79975497599992 19.588769263000074, -71.8000805499999 19.586753161000047, -71.79913788199991 19.586267063000037, -71.7963014689999 19.58377955900005))"
hti_boundaries_sections_communales_adm3_cnigs_line.1503,1781,1235,1184,508,483,0.08769515,0.08769515,"MULTILINESTRING ((-71.71126459099992 19.466557373000057, -71.71192577199992 19.465387002000057, -71.71300348699992 19.464323539000077, -71.7141382929999 19.463261015000057, -71.71522419899992 19.462260849000074, -71.71611518799995 19.461961086000088, -71.71695921399993 19.460685719000082, -71.71771165299992 19.459706562000065, -71.71849200999992 19.45875497700007, -71.71966478999991 19.456745416000047, -71.72056367999994 19.455579304000082, -71.7206314899999 19.454100358000062, -71.71957195699991 19.452375319000055, -71.71929056599993 19.450754604000053, -71.71860662899991 19.45022777300005, -71.71801721199995 19.449729724000065, -71.71769207799991 19.449335723000047, -71.71778323199993 19.448588219000044, -71.71793692999995 19.447571045000075, -71.71838902199994 19.446857239000053, -71.71845574699995 19.445432328000038, -71.71888949799995 19.443734324000047, -71.71860806099994 19.44164437200004, -71.71790015399995 19.439943747000086, -71.71781835199994 19.43833567100006, -71.71791584399995 19.437272358000087, -71.71878956899991 19.436403660000053, -71.71902952399995 19.435352038000076, -71.71877601699993 19.43423725300005, -71.71859067899993 19.433520929000053, -71.71908339799995 19.432672403000083, -71.71941756399991 19.431667512000047, -71.71888596199994 19.43066509600004, -71.71835252999995 19.430222211000057, -71.7182915169999 19.429471952000085, -71.71868663499993 19.42874799300006, -71.7194063529999 19.427966737000077, -71.71991737699994 19.427154723000058, -71.7200141749999 19.426596817000075, -71.7194544589999 19.42604517500007, -71.71828944899994 19.42578939200007, -71.71769780699992 19.425878039000054, -71.71729326699995 19.424706379000042, -71.71676324999993 19.423622684000065, -71.71691956899991 19.422000961000037, -71.7168036459999 19.421141421000073, -71.71648589599994 19.420386516000065, -71.71521650499994 19.42011980600006, -71.71259609999993 19.419386450000047, -71.71125853599995 19.41825201800009, -71.7097366189999 19.417773148000038, -71.70702130799992 19.417976646000056, -71.70511064599992 19.41790586600007, -71.70340542199995 19.41661130400007, -71.70349457399993 19.415493714000036, -71.7034689859999 19.41393178800007, -71.70316548699992 19.412003866000077, -71.70294800899995 19.41005034500006, -71.70218865299995 19.408556393000083, -71.70138573999992 19.407332358000076, -71.6997785069999 19.406373527000085, -71.6983002419999 19.405624574000058, -71.69705708899994 19.404536987000085, -71.69576033299995 19.402807559000053, -71.69491151599993 19.40151048200005))"
hti_boundaries_sections_communales_adm3_cnigs_line.1504,1782,1211,1236,505,483,0.06067109,0.06067109,"MULTILINESTRING ((-71.73613594599993 19.44011047400005, -71.73551299499991 19.44033396900005, -71.7332576899999 19.44130419800007, -71.73144029199995 19.442733666000038, -71.73091641799994 19.444186357000092, -71.73084754999991 19.445250113000043, -71.73164887199994 19.44609494300005, -71.73252474599991 19.446543973000075, -71.7337357479999 19.446412397000074, -71.73473478199992 19.44641235100005, -71.7357234239999 19.446457234000036, -71.73570517999991 19.44784685700006, -71.73469648199995 19.449751227000036, -71.73440653799992 19.450449955000067, -71.73275818099995 19.450564714000052, -71.73084752799991 19.450945440000055, -71.72928618999993 19.45098945400008, -71.72842222499992 19.450892642000042, -71.7276138389999 19.45039969000004, -71.72717538899991 19.449489206000067, -71.72620492599992 19.449011279000047, -71.72528239099995 19.44946402900007, -71.72516127299991 19.450283099000046, -71.72555634799994 19.45098525500009, -71.72606645299993 19.451644369000064, -71.72621361199992 19.452369026000042, -71.72633852799993 19.45325579900009, -71.7262982769999 19.453841802000056, -71.72653978599993 19.454134929000077, -71.72736643899992 19.454664403000038, -71.72767831499993 19.45524765300007, -71.72676016299994 19.455953154000042, -71.72630615699995 19.456766299000037, -71.72669161199991 19.456998860000056, -71.72711246099993 19.45783683800005, -71.72718353999994 19.458560210000087, -71.72694060999993 19.459286933000044, -71.7260967819999 19.460083918000066, -71.72600206399994 19.460533487000077, -71.72658827999993 19.461193979000086, -71.72666298099995 19.46173685000008, -71.72680967799994 19.462488660000076, -71.72693072399994 19.463095535000036, -71.72686038799992 19.46375318400004, -71.7264293259999 19.464368127000057, -71.72504756099994 19.463521795000077, -71.7238548119999 19.463211459000036, -71.72288301399993 19.462796739000055, -71.72210906099991 19.46295418300008, -71.72155254899991 19.46365717100008, -71.72186469799993 19.464222387000063, -71.72211333999991 19.464633049000042, -71.72224059099995 19.465402556000072, -71.72177382399991 19.46589952900007, -71.72109354999992 19.46613094500009, -71.71981217199993 19.466441707000058, -71.7188179769999 19.466667336000057, -71.71789401099994 19.466713756000047, -71.71687580499992 19.466713345000073, -71.7156692019999 19.46661927300005, -71.7147185039999 19.466574955000056))"
hti_boundaries_sections_communales_adm3_cnigs_line.1505,1783,1241,1199,486,484,0.10845417,0.10845417,"MULTILINESTRING ((-72.35752632899994 19.476997933000064, -72.35767244699991 19.473270753000065, -72.3604452969999 19.47018691800008, -72.36187110399993 19.46856425800007, -72.36253751999993 19.465034313000046, -72.36413040699995 19.46249303500008, -72.36612501399992 19.460418091000065, -72.36922398299993 19.458928004000086, -72.37240475199991 19.458856793000052, -72.3747844959999 19.45887323000005, -72.3780916039999 19.457458220000092, -72.37896449999994 19.455863596000086, -72.38196909699991 19.453125770000042, -72.38248187399995 19.450830584000073, -72.38170833099991 19.448020099000075, -72.3797732349999 19.44463300600006, -72.37806438699994 19.44316355400008, -72.37916925099995 19.440750455000057, -72.38088778399992 19.441019130000086, -72.38325318299991 19.442507059000036, -72.3849461229999 19.44378664800007, -72.38541223499993 19.444398427000067, -72.38766470899992 19.44462048300005, -72.38780161999995 19.443800723000038, -72.38743789299991 19.440951019000067, -72.38726836799992 19.43905232700007, -72.3878985419999 19.437147098000082, -72.3899997119999 19.43551582200007, -72.39001446599991 19.433998960000054, -72.38918399199991 19.431169713000088, -72.3887287899999 19.429871879000075, -72.38979466699993 19.426311291000047, -72.39204758699992 19.425296247000063, -72.39529983699992 19.42428639900004, -72.39858422099991 19.42424322900007, -72.40162751999992 19.423799218000056, -72.40403581099991 19.422587528000065, -72.40627700199991 19.42230349600004, -72.40801700999992 19.420612641000048, -72.40972048399993 19.419426911000073, -72.41231422299995 19.418515765000052, -72.4131907549999 19.417255011000066, -72.41354633999993 19.41643833100005))"
hti_boundaries_sections_communales_adm3_cnigs_line.1506,1784,1193,1207,499,484,0.04862426,0.04862426,"MULTILINESTRING ((-72.45953779299992 19.407136320000063, -72.46036182799992 19.40923387400005, -72.46180501299995 19.411908964000077, -72.46384906899993 19.41573030300009, -72.46603404199993 19.41845184600004, -72.4682524449999 19.422095013000046, -72.47034323299994 19.42414691400006, -72.47322027699994 19.426444667000055, -72.47562006599992 19.427606815000047, -72.4780363719999 19.42893176700005, -72.4804136969999 19.429082256000072, -72.48158966699992 19.428746378000085, -72.48601754799995 19.43234771100009, -72.48961864099994 19.435874314000046, -72.4933597289999 19.438969330000077))"
hti_boundaries_sections_communales_adm3_cnigs_line.1507,1785,1207,1238,500,484,0.05150028,0.05150028,"MULTILINESTRING ((-72.4933597289999 19.438969330000077, -72.49242558999993 19.44153011500009, -72.49172743699995 19.44297442900006, -72.49075095799992 19.445191437000062, -72.48952404199991 19.445734317000074, -72.48515957899991 19.44787725900005, -72.4834294819999 19.448945979000086, -72.48245674899994 19.44905887400006, -72.48051552299995 19.449004820000084, -72.47923251899994 19.44886058600008, -72.47856816099994 19.449348006000037, -72.47799222599991 19.450884235000046, -72.47724145199993 19.452029621000065, -72.47665418199995 19.453069027000083, -72.47364625299991 19.454887360000043, -72.47197805199994 19.455640731000074, -72.47029930899993 19.455843110000046, -72.46879296299994 19.45598459100006, -72.46742429799991 19.457067215000052, -72.46625460599995 19.458206688000075, -72.46566201799993 19.45896600100008, -72.4652636589999 19.46009828600006, -72.46494217299994 19.462405525000065, -72.46420139599991 19.46411995300008, -72.4645663739999 19.46575054400006, -72.46488384399993 19.466766353000082, -72.46451580399992 19.46900079900007, -72.46377815499994 19.47051654900008, -72.46210652899993 19.47209152700009))"
hti_boundaries_sections_communales_adm3_cnigs_line.1508,1786,1238,1233,502,484,0.06060855,0.06060855,"MULTILINESTRING ((-72.46210652899993 19.47209152700009, -72.46043113199994 19.472068041000057, -72.46010982299993 19.471304968000084, -72.45868138199995 19.470101937000038, -72.45860566399995 19.469459767000046, -72.45904224499992 19.468328041000063, -72.4598679579999 19.467274088000067, -72.46010129699994 19.465742167000087, -72.45941893499992 19.464928889000078, -72.4578713379999 19.46465438300004, -72.45705571299993 19.464453249000087, -72.4561332959999 19.463167024000086, -72.45534394899994 19.46189169200005, -72.45398447299993 19.46176425300007, -72.45242549199992 19.46222093500006, -72.45146120399994 19.463616071000047, -72.45039620699993 19.464747962000047, -72.44876658699991 19.466675597000062, -72.4477144199999 19.466985797000063, -72.44659631499991 19.467250009000054, -72.44486307599993 19.46727973900005, -72.44354639399995 19.466854796000064, -72.44253355799992 19.466479276000086, -72.44151562199994 19.46521872200009, -72.44051187499991 19.46366043100005, -72.4394809879999 19.463221443000066, -72.43773007999994 19.463169604000086, -72.4362725769999 19.463221212000064, -72.43458445199991 19.464019071000052, -72.43349367799993 19.463759768000045, -72.4327179039999 19.46284576800008, -72.43160301299991 19.46170125200007, -72.4306242209999 19.460982990000048, -72.42950315899992 19.460226591000037, -72.4281106919999 19.460387487000048, -72.42683990299992 19.461886461000063, -72.42546481199992 19.46335694700008, -72.42378113299992 19.46386576900005, -72.42185204899994 19.464244687000075, -72.41987202899992 19.464830507000045, -72.41747212099995 19.46487756500005))"
