FID,id,fromnode,tonode,leftpolygo,rightpolyg,shape_leng,shape_le_1,the_geom
hti_boundaries_sections_communales_adm3_cnigs_line.294,572,224,257,127,91,0.03866628,0.03866628,"MULTILINESTRING ((-72.43825551299994 18.30875073100009, -72.44042356999995 18.311127961000068, -72.44255326299992 18.318056288000037, -72.4435407069999 18.322928241000056, -72.44317693799991 18.325804317000063, -72.4446933349999 18.325571825000054, -72.44786878199994 18.323121738000054, -72.45481267699995 18.324198911000053, -72.46205330499993 18.326986693000038))"
hti_boundaries_sections_communales_adm3_cnigs_line.295,573,257,279,144,91,0.04437665,0.04437665,"MULTILINESTRING ((-72.46205330499993 18.326986693000038, -72.45906588899993 18.328870600000073, -72.45727506799994 18.33040915400005, -72.45365147199993 18.33375642900006, -72.45004266899991 18.334150799000042, -72.44616623299993 18.33409890100006, -72.44287741999995 18.335237816000074, -72.43811956099995 18.33531848100006, -72.43304805299994 18.334861901000068, -72.43069476099993 18.336049398000057, -72.42879802499994 18.33577091300009, -72.42680778099992 18.337342568000054, -72.42440187699992 18.33760802800009, -72.42128252899994 18.336879544000055))"
hti_boundaries_sections_communales_adm3_cnigs_line.296,574,278,275,181,92,0.00374691,0.00374691,"MULTILINESTRING ((-72.0871790839999 18.336797261000072, -72.08402688699994 18.33477167700005))"
hti_boundaries_sections_communales_adm3_cnigs_line.297,575,275,243,173,92,0.02250293,0.02250293,"MULTILINESTRING ((-72.08402688699994 18.33477167700005, -72.08351633199993 18.334213125000076, -72.08149216899994 18.332015202000036, -72.07935993399991 18.328939808000086, -72.07680362299993 18.326345443000037, -72.07552011799993 18.324529028000086, -72.07268612199994 18.322715799000036, -72.06977096299994 18.321235467000065, -72.06742282699992 18.320332603000054))"
hti_boundaries_sections_communales_adm3_cnigs_line.298,576,80,206,100,92,0.08258502,0.08258502,"MULTILINESTRING ((-72.10444335799991 18.234372439000083, -72.10668676199992 18.23584195600006, -72.10762632899991 18.237309811000046, -72.1080187039999 18.238724351000087, -72.10856441499993 18.24115235000005, -72.10933375099995 18.243195554000067, -72.11129066299992 18.24600613100006, -72.11300330699993 18.248153838000064, -72.11495388999992 18.249636922000036, -72.11730847599995 18.251261579000072, -72.11957654499992 18.252975182000057, -72.12109303499994 18.25442459800007, -72.12166924399992 18.25673568900004, -72.12270122799993 18.25834038800008, -72.12474385899992 18.258831592000035, -72.12640356499992 18.26077078700007, -72.1268649399999 18.26260160600009, -72.12640625199992 18.264626319000058, -72.1258460709999 18.26650497600008, -72.12438786199994 18.267819364000047, -72.12338540899992 18.26900518800005, -72.12295970799994 18.270750444000043, -72.12329586899995 18.272714884000038, -72.1235692649999 18.275626340000088, -72.12320846999995 18.27801369000008, -72.12133845699992 18.279078102000085, -72.11947997899995 18.279438267000046, -72.11795542499993 18.28018277600006, -72.11662133099992 18.281408682000063, -72.11630441099993 18.283426458000065, -72.11729210199991 18.285427818000073, -72.11862328299992 18.28666676800009, -72.11873623899993 18.28726445400008, -72.11914712399994 18.289284188000067, -72.12027184499993 18.29157648100005, -72.12110339999992 18.294451305000052, -72.1210940229999 18.296735520000084, -72.12107271799994 18.298595182000042, -72.12036921799995 18.30055297100006))"
hti_boundaries_sections_communales_adm3_cnigs_line.491,769,416,427,205,149,0.01654102,0.01654102,"MULTILINESTRING ((-72.34629557799991 18.393600434000064, -72.34348052099995 18.39520467500006, -72.34265630399995 18.395283438000035, -72.34069246799993 18.396276379000085, -72.33779194699991 18.396660202000078, -72.33480856999995 18.39628433000007, -72.3306195099999 18.39741748000006))"
hti_boundaries_sections_communales_adm3_cnigs_line.299,577,206,282,100,92,0.04766057,0.04766057,"MULTILINESTRING ((-72.12036921799995 18.30055297100006, -72.11913814299993 18.302972301000068, -72.11898027699993 18.30451385300006, -72.11953263499993 18.30655378000006, -72.1204203769999 18.308318832000054, -72.12023496599994 18.30981492400008, -72.11903745799992 18.31134077900009, -72.11775513999993 18.313425213000073, -72.11733526199993 18.314800311000056, -72.11941012099993 18.316240271000083, -72.12158881399995 18.317121907000057, -72.12424069199994 18.318543358000056, -72.12572375999991 18.31918869000009, -72.12724497599993 18.32038543400006, -72.12806981099993 18.32195994500006, -72.12792212399995 18.32403445600005, -72.12796463099994 18.32603952100004, -72.12787478799993 18.32804268400008, -72.12748252199992 18.330041288000075, -72.1288505739999 18.330784175000076, -72.13018634699995 18.331192557000065, -72.13181628699994 18.33211097900005, -72.13276675599991 18.33295597600005, -72.13298511699992 18.33462065300006, -72.13258228099994 18.336113492000038, -72.13208007599991 18.33732489500005))"
hti_boundaries_sections_communales_adm3_cnigs_line.300,578,282,278,181,92,0.04562071,0.04562071,"MULTILINESTRING ((-72.13208007599991 18.33732489500005, -72.12987311599994 18.336993673000052, -72.12764122899995 18.336454424000067, -72.12466550499994 18.33630112700007, -72.12263123899993 18.336965702000043, -72.11829151899991 18.336394504000054, -72.11580464199994 18.336979849000045, -72.11349571699992 18.336529544000086, -72.10932324799995 18.33557242100005, -72.1060810969999 18.335523211000066, -72.10313521299992 18.33585768200004, -72.0995727099999 18.33630910000005, -72.09499254199994 18.33712416500009, -72.09026597299993 18.33764801400008, -72.0871790839999 18.336797261000072))"
hti_boundaries_sections_communales_adm3_cnigs_line.304,582,215,269,109,93,0.04311477,0.04311477,"MULTILINESTRING ((-72.5629573999999 18.303239889000054, -72.56167541199994 18.307007857000087, -72.55969832999995 18.30908700200007, -72.55664106299992 18.309300720000067, -72.55555057899994 18.310189922000063, -72.55354695699992 18.310787486000038, -72.5507016169999 18.312069613000062, -72.5501973399999 18.314302987000076, -72.55170804999995 18.317158377000055, -72.5511105889999 18.319291229000044, -72.54921476999994 18.320287431000054, -72.54624348899995 18.321766598000067, -72.54494685499992 18.323854303000076, -72.5447748279999 18.326660894000042, -72.54870737999994 18.330793862000064, -72.54698129999991 18.332478653000067))"
hti_boundaries_sections_communales_adm3_cnigs_line.305,583,269,287,157,93,0.02727517,0.02727517,"MULTILINESTRING ((-72.54698129999991 18.332478653000067, -72.54513153899995 18.33421601000009, -72.54430963999994 18.336833630000058, -72.54269399499992 18.337390802000073, -72.53797042499991 18.33569509700004, -72.53680020399992 18.33685411400006, -72.53609285699991 18.340051246000087, -72.53592490699992 18.340554830000087, -72.52612815799995 18.341132394000056))"
hti_boundaries_sections_communales_adm3_cnigs_line.306,584,287,283,127,93,0.0161921,0.0161921,"MULTILINESTRING ((-72.52612815799995 18.341132394000056, -72.51860811699993 18.339905642000076, -72.51504088299993 18.338043846000062, -72.51049211199995 18.338029628000072))"
hti_boundaries_sections_communales_adm3_cnigs_line.307,585,276,157,115,94,0.07659288,0.07659288,"MULTILINESTRING ((-72.86354396899992 18.33611762600009, -72.86159998099993 18.334207907000064, -72.86102036299991 18.333650400000067, -72.85861959199991 18.33120249700005, -72.85752752099995 18.329248031000077, -72.8571702619999 18.326768967000078, -72.85892580699993 18.324765202000037, -72.86064367299991 18.32351981100004, -72.8592767959999 18.321607432000064, -72.8563846269999 18.320671635000053, -72.8537562059999 18.319829077000065, -72.85357930899994 18.318065609000087, -72.85402492499992 18.315676857000085, -72.85612932599992 18.31452616100006, -72.85809155699991 18.31339190700004, -72.86098186799995 18.311391808000053, -72.86301500299993 18.309869939000066, -72.86475830099994 18.308850565000057, -72.86507458299991 18.30773402500006, -72.8637922229999 18.30510905400007, -72.86177104299992 18.302575149000063, -72.86009742699991 18.30101166500009, -72.8585797689999 18.29907060000005, -72.85951848399992 18.296560817000056, -72.8615364389999 18.293954737000035, -72.86331051999991 18.29117421300009, -72.8636654149999 18.28845014500007, -72.86343460899991 18.286451163000038, -72.86028094199992 18.28375106100009, -72.85744856999992 18.281849371000078, -72.85627447199994 18.28120391500005))"
hti_boundaries_sections_communales_adm3_cnigs_line.308,586,187,288,116,94,0.10367711,0.10367711,"MULTILINESTRING ((-72.91354905299994 18.29080811500006, -72.91355018099995 18.290815402000078, -72.91384750599991 18.292735483000058, -72.91400199499992 18.295627937000063, -72.91093875899992 18.295558331000052, -72.90782039299995 18.296138530000064, -72.9054757159999 18.297657512000058, -72.90583248399992 18.29866420600007, -72.90791906699991 18.299734927000088, -72.90929027499993 18.301321812000083, -72.91128989099991 18.302554119000092, -72.9112094699999 18.30374568800005, -72.90918027299995 18.30418418100004, -72.9064219359999 18.304696032000038, -72.90375538099994 18.307015444000058, -72.90499020899995 18.31050689600005, -72.90688264499994 18.31436691300007, -72.90822995399992 18.31794999300007, -72.90564264699992 18.319954084000074, -72.90190711999992 18.318341270000076, -72.90043309399994 18.31900251400009, -72.89822738099991 18.316810197000052, -72.89656736599994 18.316430551000053, -72.89419599599995 18.31699162700005, -72.89074437199992 18.316944470000067, -72.88919566499993 18.319086333000087, -72.88758677299995 18.320721657000036, -72.88887669099995 18.322768392000057, -72.89167942899991 18.322519413000066, -72.89260945099994 18.325384201000077, -72.8920548289999 18.32900053500009, -72.89013710899991 18.331924238000056, -72.88997684599991 18.334216925000078, -72.88991993799993 18.335011251000083, -72.88942702399993 18.33743581600004, -72.8873549939999 18.33746705200008, -72.8850740389999 18.338354121000066, -72.8850641109999 18.33683635600005, -72.88473196799993 18.335369297000057, -72.88310874699994 18.335839070000077, -72.88242597999994 18.33830665800008, -72.8813400279999 18.34125754900009))"
hti_boundaries_sections_communales_adm3_cnigs_line.309,587,288,292,186,94,0.0045169,0.0045169,"MULTILINESTRING ((-72.8813400279999 18.34125754900009, -72.87930421199991 18.341424568000036, -72.8776836799999 18.341668532000085, -72.87686797799995 18.341849107000087))"
hti_boundaries_sections_communales_adm3_cnigs_line.310,588,292,276,115,94,0.01486801,0.01486801,"MULTILINESTRING ((-72.87686797799995 18.341849107000087, -72.87491438399991 18.340707253000062, -72.87316553999995 18.33907075500008, -72.87195653999993 18.33892178800005, -72.86925810799994 18.33835860700009, -72.86636083299993 18.337811318000035, -72.86354396899992 18.33611762600009))"
hti_boundaries_sections_communales_adm3_cnigs_line.311,589,285,286,131,95,0.03975092,0.03975092,"MULTILINESTRING ((-73.47898322999993 18.340796254000054, -73.47897979399994 18.34079285000007, -73.47769097699995 18.34101753500005, -73.47332458699992 18.34104577700009, -73.47331936099994 18.341045811000072, -73.47182762799991 18.34067241300005, -73.47092935299992 18.33952676100006, -73.47040762599994 18.337618745000043, -73.47040686699995 18.337615971000048, -73.4651423709999 18.338043515000038, -73.4587856839999 18.337865761000046, -73.45458143899992 18.338229307000063, -73.44692732599992 18.340308570000047, -73.44165257399993 18.340816675000042))"
hti_boundaries_sections_communales_adm3_cnigs_line.312,590,286,271,97,95,0.01173185,0.01173185,"MULTILINESTRING ((-73.44165257399993 18.340816675000042, -73.44894971199994 18.334216922000053, -73.45035182899994 18.33294525000008))"
hti_boundaries_sections_communales_adm3_cnigs_line.313,591,281,285,131,95,0.02059522,0.02059522,"MULTILINESTRING ((-73.4980004919999 18.33725708500009, -73.49321502899994 18.338095800000076, -73.49070027199991 18.340027601000088, -73.48944522799991 18.340731522000056, -73.48803314799994 18.34099143600008, -73.48631080099995 18.341022937000048, -73.4845090739999 18.34146944200006, -73.4821577269999 18.342281239000044, -73.4821554749999 18.34228201700006, -73.47991786499995 18.341722062000088, -73.47898322999993 18.340796254000054))"
hti_boundaries_sections_communales_adm3_cnigs_line.314,592,240,274,106,96,0.01878467,0.01878467,"MULTILINESTRING ((-73.28444025399995 18.31972496500009, -73.28101205999991 18.32392255400009, -73.27926995899992 18.326933601000064, -73.2812510569999 18.327502578000065, -73.2828626559999 18.32908019900009, -73.28220247099995 18.330790923000052, -73.2816172659999 18.33448104200005))"
hti_boundaries_sections_communales_adm3_cnigs_line.315,593,274,293,125,96,0.06015176,0.06015176,"MULTILINESTRING ((-73.2816172659999 18.33448104200005, -73.28086310099991 18.334212191000063, -73.2741874909999 18.33192927600004, -73.26480371399992 18.330859240000052, -73.25596624799994 18.330995510000037, -73.24965291099994 18.33130811500007, -73.24842233999993 18.331378114000074, -73.24445813799991 18.334214805000045, -73.23659551399993 18.336156977000087, -73.22859157099992 18.338034357000083, -73.22654584399993 18.34288510500005))"
hti_boundaries_sections_communales_adm3_cnigs_line.316,594,293,272,119,96,0.04985465,0.04985465,"MULTILINESTRING ((-73.22654584399993 18.34288510500005, -73.21956848499991 18.344256655000038, -73.21612966799995 18.341920558000083, -73.21342621699995 18.339844403000086, -73.21164766899994 18.340758297000036, -73.20970373199992 18.343025826000087, -73.20645573099995 18.340555866000045, -73.1995799739999 18.33851248600007, -73.19185466699992 18.33629813400006, -73.18637529099993 18.336462877000088, -73.18321060999995 18.33421022300007, -73.18195211699992 18.333330898000042))"
hti_boundaries_sections_communales_adm3_cnigs_line.317,595,294,290,129,97,0.00543292,0.00543292,"MULTILINESTRING ((-73.4234462249999 18.343115650000072, -73.42273443499994 18.342305581000062, -73.41844768999994 18.34154008300004))"
hti_boundaries_sections_communales_adm3_cnigs_line.318,596,290,291,129,97,0.00319452,0.00319452,"MULTILINESTRING ((-73.41844768999994 18.34154008300004, -73.41843635099991 18.341538058000083, -73.4152642169999 18.34180088100004))"
hti_boundaries_sections_communales_adm3_cnigs_line.319,597,291,152,102,97,0.06843552,0.06843552,"MULTILINESTRING ((-73.4152642169999 18.34180088100004, -73.41390452099995 18.335274935000086, -73.41344109099992 18.334213869000052, -73.41162367499993 18.330168907000086, -73.40799989499993 18.32501552000008, -73.40380750499992 18.31999282600009, -73.40056036499993 18.31611648900008, -73.39831696099992 18.311119142000052, -73.39875487499995 18.30567435100005, -73.39835972399993 18.299264822000055, -73.39691038399991 18.293316288000085, -73.39401246599994 18.286497199000053, -73.3903375989999 18.281912334000083, -73.39006747099995 18.280428271000062))"
hti_boundaries_sections_communales_adm3_cnigs_line.320,598,286,294,131,97,0.01901198,0.01901198,"MULTILINESTRING ((-73.44165257399993 18.340816675000042, -73.43656978299992 18.343115341000043, -73.43166769699991 18.344258670000045, -73.42923727899995 18.344509362000053, -73.4292337309999 18.344509728000048, -73.4234462249999 18.343115650000072))"
hti_boundaries_sections_communales_adm3_cnigs_line.330,608,78,298,110,100,0.13364724,0.13364724,"MULTILINESTRING ((-72.14463179199993 18.23315198800009, -72.1437922309999 18.234800885000084, -72.14294427599992 18.23580860900006, -72.14286117099994 18.23684571000007, -72.14326531699993 18.238711762000037, -72.14264298299992 18.240363890000083, -72.14164643599992 18.24120680100009, -72.14042312799995 18.241468470000086, -72.13900150599994 18.241149231000065, -72.13725225699994 18.241213351000056, -72.1356764329999 18.24165026500009, -72.13513899599991 18.244459410000047, -72.13526411999993 18.248352913000076, -72.13561301499993 18.251283653000087, -72.1353517739999 18.252805736000084, -72.13459291399994 18.25413069800004, -72.1336060829999 18.25610230400008, -72.13312944499995 18.257503796000037, -72.1336366029999 18.258847723000088, -72.13559921599995 18.260186374000057, -72.13779125999991 18.26137497500008, -72.13996329199995 18.262626357000045, -72.14116331899993 18.264946843000075, -72.14178481499994 18.26739408800006, -72.14112187399991 18.270363772000053, -72.14082896699995 18.272661929000037, -72.14121189199994 18.274672200000055, -72.14116083399995 18.278942317000087, -72.14159291099992 18.280835877000072, -72.13999167199995 18.283954088000087, -72.13890541299992 18.286213272000055, -72.13929543499995 18.287790156000085, -72.13955990599993 18.289527742000075, -72.14010923199993 18.29176628400006, -72.1398120149999 18.294326160000082, -72.14030723199994 18.296979153000052, -72.14199964999995 18.298683959000073, -72.14339526899994 18.298316578000083, -72.14479845599993 18.299213414000064, -72.14623083899994 18.30236799100004, -72.14650614299995 18.305180276000044, -72.14667885499995 18.307331843000043, -72.14629630799993 18.310486361000073, -72.14757033399991 18.312925311000072, -72.14739645799995 18.314882028000056, -72.14736600599991 18.317319526000063, -72.14886237799993 18.318885957000077, -72.15045357999992 18.321013589000074, -72.15116185099993 18.32394970300004, -72.15078758499993 18.326598726000043, -72.14941828899993 18.32880848900004, -72.14826201699992 18.330705374000047, -72.14773944199993 18.33201592200004, -72.1486885189999 18.332951102000038, -72.15051142199991 18.334215398000083, -72.15058806499991 18.335309046000077, -72.14947343699993 18.33754969000006, -72.14810614299995 18.339055228000063, -72.14774964299994 18.341189845000088, -72.14793414199994 18.343197149000048, -72.14820865699994 18.344907805000048, -72.1485296489999 18.346086356000058))"
hti_boundaries_sections_communales_adm3_cnigs_line.492,770,427,424,225,149,0.00567381,0.00567381,"MULTILINESTRING ((-72.3306195099999 18.39741748000006, -72.32758638399991 18.397203309000076, -72.32500231499995 18.39669738100008))"
hti_boundaries_sections_communales_adm3_cnigs_line.333,611,289,302,137,101,0.09180676,0.09180676,"MULTILINESTRING ((-73.62936635499995 18.341463567000062, -73.62794408699995 18.34422752200004, -73.6254653929999 18.34057703400009, -73.62226492899993 18.34085215600004, -73.61882626499994 18.337754962000076, -73.61557721799994 18.339385045000085, -73.61304501299992 18.34366788600005, -73.6112654129999 18.34374527300008, -73.6085306729999 18.341393932000074, -73.6021010099999 18.34080474400008, -73.59883196099992 18.337843968000072, -73.59695833099994 18.33668265600005, -73.59277532099992 18.336778310000057, -73.58818276599993 18.334873907000087, -73.5853172599999 18.334689963000073, -73.58420330599995 18.337862473000087, -73.57818801699995 18.33754659500005, -73.57405896199992 18.334515768000074, -73.57176219999991 18.334218428000042, -73.5678773859999 18.333728458000053, -73.56484555399993 18.334220705000064, -73.56148533599992 18.34732144700007, -73.56148215499991 18.347333848000062))"
hti_boundaries_sections_communales_adm3_cnigs_line.334,612,302,277,131,101,0.01317774,0.01317774,"MULTILINESTRING ((-73.56148215499991 18.347333848000062, -73.5556231569999 18.33842513400009, -73.55459314199993 18.33613392300009, -73.5545919299999 18.336131227000067))"
hti_boundaries_sections_communales_adm3_cnigs_line.335,613,297,299,129,102,0.02037008,0.02037008,"MULTILINESTRING ((-73.4011491249999 18.34600404300005, -73.40113709299993 18.346001887000057, -73.39940925199994 18.34662895100007, -73.39601161399992 18.346681470000078, -73.3960024669999 18.346681611000065, -73.3951009889999 18.346160185000087, -73.39509893699994 18.346158998000078, -73.39449377599993 18.346117676000063, -73.39396220399993 18.34630299400004, -73.39155704799992 18.34624668200007, -73.39154991799995 18.346246515000075, -73.39026663399994 18.345840947000056, -73.39025741499995 18.345838033000064, -73.38585537499995 18.34710190600009, -73.38380326099991 18.346985144000087, -73.38279166099994 18.34689517000004, -73.38131673499993 18.346774245000063))"
hti_boundaries_sections_communales_adm3_cnigs_line.336,614,299,186,106,102,0.0754137,0.0754137,"MULTILINESTRING ((-73.38131673499993 18.346774245000063, -73.3812205609999 18.344903121000073, -73.38033644699993 18.342311472000063, -73.37862013199992 18.339667576000068, -73.37790975899992 18.33771886800008, -73.3763521809999 18.33632320600009, -73.37493384099992 18.334214890000055, -73.3735414919999 18.33235078200005, -73.37214789799992 18.330631192000055, -73.37080739699991 18.32930961200009, -73.36849921299995 18.32725688800008, -73.36650088699992 18.325468853000075, -73.36416976599992 18.323858618000088, -73.36278449399992 18.322274544000038, -73.36149012499993 18.32108889500006, -73.35979636899992 18.32012555500006, -73.35765030399995 18.317965706000052, -73.35559848499992 18.315851815000087, -73.3551553069999 18.31369757400006, -73.3560605699999 18.311997683000072, -73.35703652899991 18.310822517000076, -73.35717257599993 18.309441201000084, -73.3582767819999 18.308709862000057, -73.36063971099992 18.307916971000054, -73.36217309699992 18.30681873700007, -73.36136593999993 18.305131216000063, -73.35992217899991 18.302742555000066, -73.36068340899993 18.30126723300009, -73.3620709459999 18.29957144000008, -73.3631235499999 18.298279366000088, -73.36503182299992 18.29854873900007, -73.36691003099992 18.296974542000044, -73.36802176799995 18.294417973000066, -73.36775625199994 18.29146110100004, -73.36813437899991 18.290470459000062))"
hti_boundaries_sections_communales_adm3_cnigs_line.321,599,280,207,150,98,0.08755221,0.08755221,"MULTILINESTRING ((-73.08632629599992 18.337002690000077, -73.08581239799992 18.336419276000072, -73.08523443299993 18.33650388700005, -73.08456523899991 18.33628029600004, -73.08367603599993 18.33627136100006, -73.08288441399992 18.33600146200007, -73.08233090699991 18.335580316000062, -73.08174256199993 18.334887755000068, -73.0811885629999 18.33451176200009, -73.08054300899994 18.334713099000055, -73.08036878399992 18.334214384000063, -73.0800999249999 18.333723837000036, -73.08048196599992 18.33352818900005, -73.08053128499995 18.333502932000044, -73.08067073399991 18.333431515000086, -73.08055278299992 18.333292532000087, -73.08017574199994 18.332848279000075, -73.0796780359999 18.332518012000037, -73.07981765799991 18.331868996000082, -73.07987120799993 18.331300405000036, -73.07997289999992 18.33065994900005, -73.08009416399995 18.329956463000087, -73.08000563599995 18.32940450500007, -73.07940269499994 18.32918165800004, -73.0783917839999 18.32907203400009, -73.07839170599993 18.329072026000063, -73.07771131599992 18.329010975000074, -73.07665789299995 18.328498983000088, -73.07662858899994 18.32848474000008, -73.07661041499995 18.32847590700004, -73.07619690199994 18.328236805000074, -73.07642986399992 18.327697123000064, -73.07570363499991 18.327500117000056, -73.07407497499992 18.32765528500005, -73.07407489799994 18.327655292000088, -73.07377660999992 18.328113019000057, -73.07288792299994 18.327209658000072, -73.07235755499994 18.32726752500008, -73.07270011499992 18.32793956200004, -73.07271398599994 18.32839141000005, -73.07308784199995 18.32880173400008, -73.07357378499995 18.329339643000083, -73.07346393499995 18.329862500000047, -73.07304805299992 18.330689456000073, -73.07268355799994 18.331137479000063, -73.07153799999992 18.331225344000075, -73.07103490799994 18.33138283800008, -73.0706794269999 18.331017858000052, -73.07068313399992 18.330683608000072, -73.07069776299994 18.329364763000058, -73.07070537699991 18.328678292000063, -73.07020960799991 18.328176316000054, -73.06958721799992 18.327149182000085, -73.07000278299995 18.326358361000075, -73.07017084599994 18.32570061000007, -73.0703584609999 18.32498877200004, -73.07065863199995 18.324368486000083, -73.07200977399992 18.32280112400008, -73.07161014499991 18.32215560700007, -73.07080348599993 18.322391415000084, -73.07003623199995 18.32249203200007, -73.07003615399992 18.32249204200008, -73.06886498599994 18.323184893000075, -73.06830984899995 18.322917244000053, -73.06801395299993 18.322308991000057, -73.0679074169999 18.32167546800008, -73.06792326199991 18.320248247000052, -73.06776974199994 18.31959618400009, -73.06744869599993 18.318689517000053, -73.06702811199995 18.31823355000006, -73.06647610399995 18.31768592600008, -73.0666812689999 18.31710081300008, -73.06681100599991 18.316487748000043, -73.0669812509999 18.315640252000037, -73.06570738399995 18.31536540600007, -73.0649836309999 18.314951523000047, -73.06440104299992 18.31460229600009, -73.06418413799992 18.313696682000057, -73.06415264199995 18.313127146000056, -73.0641214449999 18.312530605000063, -73.06390416399995 18.31165208500005, -73.06314960899994 18.31146378200009, -73.0624552729999 18.31095977700005, -73.06241366299992 18.310444422000046, -73.0626751019999 18.30990504500005, -73.06239844299995 18.309260762000065, -73.06200587899991 18.308841199000085, -73.06094315899992 18.30829741000008, -73.0606636679999 18.307915123000043, -73.0601792299999 18.307250752000073, -73.05989767499995 18.306199870000057, -73.05990461699992 18.305576620000068, -73.05972687299993 18.304553892000058, -73.05962477499992 18.30353202100008, -73.05936547499994 18.303032519000055, -73.05877007799995 18.30299033700004, -73.05811798699995 18.30294758100007, -73.05811790899992 18.302947576000065, -73.05713014199995 18.303316975000087, -73.05676800599991 18.302716977000046, -73.05650179799994 18.301991593000082, -73.0564229659999 18.301430607000043, -73.05631476399992 18.30095070300007, -73.05588360399992 18.300602997000055, -73.05506467299995 18.301100646000066, -73.05478578199995 18.30160024500009, -73.05455318599991 18.302016912000056, -73.05427367199991 18.302483834000043, -73.05319862499994 18.30304200000006, -73.05230216899992 18.30286124400004, -73.05157320899991 18.30207685000005, -73.05128554799995 18.30157704800007, -73.05063486899991 18.300558521000085, -73.05049908299992 18.300015108000082, -73.04992619599994 18.299656913000092, -73.04920608899994 18.299776097000063, -73.04876758799992 18.30007871400005, -73.0481266939999 18.300722669000038, -73.04778025099995 18.30125212200005, -73.04726060799993 18.302050861000055, -73.04693442399991 18.30246309900008, -73.04637756799991 18.30235804700004, -73.0461646309999 18.301949327000045, -73.04613890399992 18.30125385000008, -73.04613554499991 18.30116304200004))"
